YearStart,LocationAbbr,Datasource,Class,Data_Value,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Age(years),Education,Gender,Income
2019,IL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,38.6,34.7,42.6,1097,,,,Data not reported
2019,NC,Behavioral Risk Factor Surveillance System,Physical Activity,54.2,48.7,59.5,462,,,,"$50,000 - $74,999"
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,48.9,47.5,50.4,11896,,,,
2019,IL,Behavioral Risk Factor Surveillance System,Physical Activity,53.3,47.4,59.1,405,18 - 24,,,
2019,NY,Behavioral Risk Factor Surveillance System,Physical Activity,22.4,21,24,6182,,,Female,
2019,CT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,44.9,38.7,51.3,426,,,,"Less than $15,000"
2019,ID,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,18.4,17.2,19.8,7776,,,Female,
2019,NV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.2,35.5,45.1,879,,College graduate,,
2019,FL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,42.6,40.2,45.1,7045,,,Male,
2019,CO,Behavioral Risk Factor Surveillance System,Physical Activity,33.7,30.9,36.6,1265,45 - 54,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,43.5,36.6,50.6,266,18 - 24,,,
2019,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.4,32.1,40.9,633,25 - 34,,,
2019,NH,Behavioral Risk Factor Surveillance System,Physical Activity,50.9,48.4,53.4,2230,65 or older,,,
2019,MS,Behavioral Risk Factor Surveillance System,Physical Activity,10.4,7.5,14.4,587,,Less than high school,,
2019,PA,Behavioral Risk Factor Surveillance System,Physical Activity,28.6,24.3,33.2,747,,,,"$15,000 - $24,999"
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,OR,Behavioral Risk Factor Surveillance System,Physical Activity,30.2,26.7,34,734,25 - 34,,,
2019,NE,Behavioral Risk Factor Surveillance System,Physical Activity,51.4,50.1,52.6,12563,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.2,25.9,43.7,230,,Less than high school,,
2019,MD,Behavioral Risk Factor Surveillance System,Physical Activity,55.7,53.2,58.1,3481,,Some college or technical school,,
2019,CT,Behavioral Risk Factor Surveillance System,Physical Activity,38.8,35.2,42.4,1539,,,,Data not reported
2019,VT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,25.1,20.5,30.3,677,,,,"$35,000 - $49,999"
2019,NY,Behavioral Risk Factor Surveillance System,Physical Activity,37.2,33.1,41.5,1190,,,,"$35,000 - $49,999"
2019,RI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,16,13.9,18.4,2810,,,Female,
2019,IN,Behavioral Risk Factor Surveillance System,Physical Activity,52,48,55.8,1012,,,,"$50,000 - $74,999"
2019,OH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28.1,25,31.4,1997,,,,"$15,000 - $24,999"
2019,OR,Behavioral Risk Factor Surveillance System,Physical Activity,56.8,54,59.6,1729,,Some college or technical school,,
2019,WA,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,34.3,26.2,43.3,173,,,,
2019,NE,Behavioral Risk Factor Surveillance System,Physical Activity,18.9,13.6,25.6,268,,,,
2019,MA,Behavioral Risk Factor Surveillance System,Physical Activity,35.5,33.5,37.7,3297,,,Male,
2019,ME,Behavioral Risk Factor Surveillance System,Physical Activity,41.2,38.1,44.4,2216,,,,"$75,000 or greater"
2019,MS,Behavioral Risk Factor Surveillance System,Physical Activity,25.1,23.1,27.3,2884,,,Female,
2019,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,23.5,19.3,28.3,1060,,,,"$35,000 - $49,999"
2019,NC,Behavioral Risk Factor Surveillance System,Physical Activity,32.8,29.5,36.3,968,,High school graduate,,
2019,PA,Behavioral Risk Factor Surveillance System,Physical Activity,41.6,36.9,46.4,727,,,,"$15,000 - $24,999"
2019,SD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.7,26.3,39.9,567,25 - 34,,,
2019,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.8,26.1,40.3,381,,,,"$35,000 - $49,999"
2019,CO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.6,34.4,40.9,1042,35 - 44,,,
2019,MO,Behavioral Risk Factor Surveillance System,Physical Activity,42.1,37.8,46.6,980,,,,"$15,000 - $24,999"
2019,PA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,20.3,18,22.9,1440,,,,"$50,000 - $74,999"
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,31.4,22.7,41.7,140,,,,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,WI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,20.2,10,36.4,52,,,,
2019,IA,Behavioral Risk Factor Surveillance System,Physical Activity,31.7,26.9,37,521,,,,"Less than $15,000"
2019,NV,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,41.5,34.1,49.4,249,,Less than high school,,
2019,NE,Behavioral Risk Factor Surveillance System,Physical Activity,30.8,28.8,32.8,4542,,High school graduate,,
2019,TX,Behavioral Risk Factor Surveillance System,Physical Activity,30.9,25.6,36.7,666,18 - 24,,,
2019,MT,Behavioral Risk Factor Surveillance System,Physical Activity,12.2,10.8,13.8,2302,,College graduate,,
2019,NH,Behavioral Risk Factor Surveillance System,Physical Activity,35.9,30.5,41.7,436,35 - 44,,,
2019,DE,Behavioral Risk Factor Surveillance System,Physical Activity,15.1,12.7,17.8,1400,,College graduate,,
2019,MO,Behavioral Risk Factor Surveillance System,Physical Activity,53.5,50.7,56.3,2149,,College graduate,,
2019,AK,Behavioral Risk Factor Surveillance System,Physical Activity,33.2,26.2,40.9,278,25 - 34,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Physical Activity,23.4,19,28.4,738,,Less than high school,,
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,27.6,23.2,32.6,505,,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,22.2,19.9,24.6,3830,,,Male,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,52,50,53.9,4371,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34.6,31.3,38.1,1098,55 - 64,,,
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,33.5,28.1,39.5,472,,,,Data not reported
2019,NY,Behavioral Risk Factor Surveillance System,Physical Activity,35.2,33.1,37.4,4468,65 or older,,,
2019,MO,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.1,33.1,39.2,1876,,Some college or technical school,,
2019,PR,Behavioral Risk Factor Surveillance System,Physical Activity,7.2,5.7,9,2051,,,,"Less than $15,000"
2019,DC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,FL,Behavioral Risk Factor Surveillance System,Physical Activity,34.9,32.7,37.3,8108,,,Female,
2019,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.9,33.4,38.4,2264,,,Male,
2019,WI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,WY,Behavioral Risk Factor Surveillance System,Physical Activity,36.5,28.3,45.7,208,,Less than high school,,
2019,IL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.1,29.3,32.9,3491,,,,
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,24.9,22.8,27,2225,65 or older,,,
2019,MN,Behavioral Risk Factor Surveillance System,Physical Activity,27.6,24.4,31,1113,,,,"$25,000 - $34,999"
2019,NM,Behavioral Risk Factor Surveillance System,Physical Activity,20.5,17.2,24.1,981,,,,"$15,000 - $24,999"
2019,MS,Behavioral Risk Factor Surveillance System,Physical Activity,27.1,24.2,30.2,1336,,College graduate,,
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,33.2,27,40.1,289,,,,
2019,VT,Behavioral Risk Factor Surveillance System,Physical Activity,39.1,36.3,41.9,2632,,,Male,
2019,KS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30,26.1,34.2,692,18 - 24,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,56.9,54.1,59.7,3564,,,Male,
2019,IA,Behavioral Risk Factor Surveillance System,Physical Activity,52.9,50.8,55,3004,65 or older,,,
2019,SD,Behavioral Risk Factor Surveillance System,Physical Activity,30.4,25.9,35.3,1242,55 - 64,,,
2019,MS,Behavioral Risk Factor Surveillance System,Physical Activity,42.5,39.5,45.5,1824,,,Male,
2019,AL,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,MS,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,29.1,25,33.5,894,,,,"$15,000 - $24,999"
2019,NE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28.9,27.2,30.7,4594,,College graduate,,
2019,PA,Behavioral Risk Factor Surveillance System,Physical Activity,47.4,30.9,64.5,90,,,,
2019,MT,Behavioral Risk Factor Surveillance System,Physical Activity,20,13.5,28.7,170,,,,
2019,NE,Behavioral Risk Factor Surveillance System,Physical Activity,50,47.9,52.1,4505,,Some college or technical school,,
2019,LA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.6,38.2,45,1250,65 or older,,,
2019,MI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,28,19.8,37.9,134,,,,
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,27.3,24.7,30.1,1727,,,Male,
2019,PA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.3,32.6,40.2,962,45 - 54,,,
2019,OH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,39.2,34.8,43.8,1270,,,,"$25,000 - $34,999"
2019,WA,Behavioral Risk Factor Surveillance System,Physical Activity,25.2,22.5,28.1,1835,,,,Data not reported
2019,NY,Behavioral Risk Factor Surveillance System,Physical Activity,42.3,39,45.7,1336,,,,
2019,LA,Behavioral Risk Factor Surveillance System,Physical Activity,23,18.6,28,483,,,,"$50,000 - $74,999"
2019,IN,Behavioral Risk Factor Surveillance System,Physical Activity,35.1,30.7,39.8,733,,,,"$25,000 - $34,999"
2019,NE,Behavioral Risk Factor Surveillance System,Physical Activity,27.8,23.8,32.2,893,,Less than high school,,
2019,GU,Behavioral Risk Factor Surveillance System,Physical Activity,22.7,15.8,31.4,278,,,,Data not reported
2019,GA,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,NC,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,14.3,10.6,19,445,,,,"$50,000 - $74,999"
2019,MD,Behavioral Risk Factor Surveillance System,Physical Activity,53.8,38.7,68.3,84,,,,
2019,DE,Behavioral Risk Factor Surveillance System,Physical Activity,29,23.5,35.3,412,,,,"$50,000 - $74,999"
2019,TX,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.3,34.2,38.5,6533,,,,
2019,HI,Behavioral Risk Factor Surveillance System,Physical Activity,23,18.5,28.3,541,,,,
2019,IL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,42.8,38.7,47,734,,,,
2019,NV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.6,28.2,33.1,2580,,,,
2019,WI,Behavioral Risk Factor Surveillance System,Physical Activity,32.8,25.6,40.9,267,,,,"Less than $15,000"
2019,IA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.1,31.3,41.1,518,,,,"Less than $15,000"
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,39.4,26.8,53.5,78,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Physical Activity,32.4,30.1,34.9,3591,,,Female,
2019,HI,Behavioral Risk Factor Surveillance System,Physical Activity,22.6,18.4,27.5,450,18 - 24,,,
2019,NE,Behavioral Risk Factor Surveillance System,Physical Activity,19.4,17.5,21.4,2833,55 - 64,,,
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,36.9,35.2,38.7,4183,,,,"$75,000 or greater"
2019,IA,Behavioral Risk Factor Surveillance System,Physical Activity,29.7,27.2,32.5,1451,,,,"$50,000 - $74,999"
2019,MD,Behavioral Risk Factor Surveillance System,Physical Activity,40.9,34.5,47.6,324,,,,
2019,MS,Behavioral Risk Factor Surveillance System,Physical Activity,33.3,29.1,37.9,612,35 - 44,,,
2019,NH,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,TN,Behavioral Risk Factor Surveillance System,Physical Activity,32.4,26.9,38.5,470,,,,"$25,000 - $34,999"
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.4,35.1,41.7,1162,55 - 64,,,
2019,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,,,,,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,33.5,39.9,1415,,College graduate,,
2019,SC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.7,33,40.6,896,45 - 54,,,
2019,MS,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,22.4,18.7,26.6,676,45 - 54,,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,23,20,26.3,1303,,,,
2019,MD,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.4,35.8,41.1,2257,45 - 54,,,
2019,IA,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,ME,Behavioral Risk Factor Surveillance System,Physical Activity,34.7,31.9,37.5,2765,,Some college or technical school,,
2019,MI,Behavioral Risk Factor Surveillance System,Physical Activity,34,30.4,37.8,1128,,,,"$35,000 - $49,999"
2019,PR,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,MO,Behavioral Risk Factor Surveillance System,Physical Activity,27.1,24.1,30.4,1291,55 - 64,,,
2019,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.6,25.1,39,326,25 - 34,,,
2019,RI,Behavioral Risk Factor Surveillance System,Physical Activity,32.8,27.1,39.2,616,,,,"$15,000 - $24,999"
2019,OK,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,38.7,36,41.5,1761,,Some college or technical school,,
2019,DE,Behavioral Risk Factor Surveillance System,Physical Activity,50.1,41.8,58.4,261,,,,"$25,000 - $34,999"
2019,GA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,32.3,27.1,37.9,694,,Less than high school,,
2019,ME,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,31.9,21.2,45,148,,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,21.3,11.6,35.7,133,,,,
2019,IL,Behavioral Risk Factor Surveillance System,Physical Activity,56,53,59,1506,65 or older,,,
2019,VT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,25.5,23.3,27.9,3103,,,Female,
2019,AK,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,,,,,,,,
2019,GA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.3,27.3,37.7,710,,,,"$35,000 - $49,999"
2019,CO,Behavioral Risk Factor Surveillance System,Physical Activity,29.2,27.8,30.6,6136,,,,
2019,DE,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.3,28.6,36.2,1093,,,,"$75,000 or greater"
2019,MD,Behavioral Risk Factor Surveillance System,Physical Activity,26.3,20.9,32.5,318,,,,
2019,UT,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.2,35.5,39,4256,,,,"$75,000 or greater"
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,33.3,30.7,36,1784,55 - 64,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Physical Activity,68.3,64.8,71.6,1967,,,,"$75,000 or greater"
2019,PR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.3,29.5,35.3,1516,,High school graduate,,
2019,US,Behavioral Risk Factor Surveillance System,Physical Activity,54.5,54.2,54.9,276045,,,,
2019,DC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,34,30.6,37.7,1125,,,,
2019,IA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,31.1,27.3,35.2,626,18 - 24,,,
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.5,30,35.1,2905,,,Female,
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,30.4,28.7,32.1,7459,,,Female,
2019,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,30.1,24.3,36.6,295,,Less than high school,,
2019,NC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.9,30.4,37.5,920,,High school graduate,,
2019,PA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.4,21.4,29.9,707,,,,"$15,000 - $24,999"
2019,NM,Behavioral Risk Factor Surveillance System,Physical Activity,23.5,20.4,26.8,1357,,High school graduate,,
2019,NE,Behavioral Risk Factor Surveillance System,Physical Activity,33.1,31.3,35,4543,,College graduate,,
2019,CA,Behavioral Risk Factor Surveillance System,Physical Activity,49.1,33.2,65.2,66,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,44.5,41.1,47.9,1384,,,,
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,MT,Behavioral Risk Factor Surveillance System,Physical Activity,48.3,46.2,50.5,2911,,,Male,
2019,MA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,25.2,23.9,26.5,6787,,,,
2019,DC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,42.5,34,51.4,200,,,,"Less than $15,000"
2019,WI,Behavioral Risk Factor Surveillance System,Physical Activity,25.8,21.3,30.9,477,35 - 44,,,
2019,HI,Behavioral Risk Factor Surveillance System,Physical Activity,17.5,15.6,19.6,2513,,,,"$75,000 or greater"
2019,OH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.3,29.8,36.8,2012,,,,Data not reported
2019,IN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,39.4,36.3,42.6,1176,45 - 54,,,
2019,OR,Behavioral Risk Factor Surveillance System,Physical Activity,39.9,34.1,45.9,360,,Less than high school,,
2019,KS,Behavioral Risk Factor Surveillance System,Physical Activity,35.2,25.5,46.3,108,,,,
2019,TX,Behavioral Risk Factor Surveillance System,Physical Activity,29.6,26.3,33.1,2562,,High school graduate,,
2019,CA,Behavioral Risk Factor Surveillance System,Physical Activity,18.2,8.7,34.2,70,,,,
2019,VA,Behavioral Risk Factor Surveillance System,Physical Activity,41.9,37.9,46,1111,,,,"$15,000 - $24,999"
2019,NH,Behavioral Risk Factor Surveillance System,Physical Activity,39.8,37.9,41.7,5057,,,,
2019,TN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.5,31.4,41.9,614,,,,"Less than $15,000"
2019,KY,Behavioral Risk Factor Surveillance System,Physical Activity,22.3,19.6,25.3,1840,65 or older,,,
2019,AL,Behavioral Risk Factor Surveillance System,Physical Activity,23.3,12.6,39,78,,,,
2019,NC,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,RI,Behavioral Risk Factor Surveillance System,Physical Activity,32,27.7,36.6,1084,,,,Data not reported
2019,KS,Behavioral Risk Factor Surveillance System,Physical Activity,27.3,23.5,31.3,672,18 - 24,,,
2019,IL,Behavioral Risk Factor Surveillance System,Physical Activity,20.4,16.9,24.5,639,,,,"$15,000 - $24,999"
2019,LA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,13.1,5.8,26.7,50,,,,
2019,DC,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,6.1,2,17.2,53,,,,
2019,AZ,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.6,32.5,41,1167,,,,
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,16.9,14.9,19.2,2709,,,Female,
2019,ME,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32.7,20.7,47.5,148,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Physical Activity,51.1,48.5,53.7,2965,,,Female,
2019,LA,Behavioral Risk Factor Surveillance System,Physical Activity,37.8,34.3,41.5,1140,,,,"$75,000 or greater"
2019,TX,Behavioral Risk Factor Surveillance System,Physical Activity,20.5,18.4,22.7,5851,,,Female,
2019,IA,Behavioral Risk Factor Surveillance System,Physical Activity,48,43.9,52.2,662,18 - 24,,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,35.8,32.8,38.9,1711,,High school graduate,,
2019,MA,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,25.6,21.1,30.6,644,,,,"$15,000 - $24,999"
2019,NH,Behavioral Risk Factor Surveillance System,Physical Activity,36.4,20.6,55.6,58,,,,
2019,MS,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,WY,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,20.6,14.6,28.4,178,18 - 24,,,
2019,VT,Behavioral Risk Factor Surveillance System,Physical Activity,61.1,56.8,65.3,813,45 - 54,,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,US,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,14.3,13.9,14.7,108250,,,,"$75,000 or greater"
2019,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,24.9,18.6,32.4,188,18 - 24,,,
2019,MT,Behavioral Risk Factor Surveillance System,Physical Activity,35.8,31.9,39.9,845,,,,"$35,000 - $49,999"
2019,IL,Behavioral Risk Factor Surveillance System,Physical Activity,31.8,28.9,34.9,1203,,High school graduate,,
2019,CT,Behavioral Risk Factor Surveillance System,Physical Activity,40.6,34.8,46.7,444,,,,"Less than $15,000"
2019,UT,Behavioral Risk Factor Surveillance System,Physical Activity,14.3,10.9,18.6,445,,Less than high school,,
2019,HI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,23.4,19.5,27.9,709,,,,Data not reported
2019,AL,Behavioral Risk Factor Surveillance System,Physical Activity,27.7,23.6,32,628,25 - 34,,,
2019,WA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,36.4,34.7,38.1,5014,,College graduate,,
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,39,30.4,48.3,141,,,,
2019,CA,Behavioral Risk Factor Surveillance System,Physical Activity,31.1,28.2,34.1,1632,45 - 54,,,
2019,SC,Behavioral Risk Factor Surveillance System,Physical Activity,50.9,47.9,53.9,1723,,Some college or technical school,,
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,14.5,11.8,17.6,717,45 - 54,,,
2019,NH,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,33.5,30.3,37,1162,55 - 64,,,
2019,WV,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,27.1,14.9,43.9,72,,,,
2019,KS,Behavioral Risk Factor Surveillance System,Physical Activity,35.5,24,49.1,111,,,,
2019,WV,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,NM,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,FL,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,34.6,28.4,41.4,1275,,,,"Less than $15,000"
2019,US,Behavioral Risk Factor Surveillance System,Physical Activity,36.3,35.1,37.4,24411,,Less than high school,,
2019,OH,Behavioral Risk Factor Surveillance System,Physical Activity,25,21.8,28.5,1602,,,,"$50,000 - $74,999"
2019,RI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.3,30.4,44.8,427,,,,"$25,000 - $34,999"
2019,AR,Behavioral Risk Factor Surveillance System,Physical Activity,31.8,29.9,33.7,4749,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,34.3,31.3,37.5,1771,,,,"$75,000 or greater"
2019,FL,Behavioral Risk Factor Surveillance System,Physical Activity,27.8,25.5,30.2,5957,65 or older,,,
2019,MI,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,10.7,5.7,19.2,87,,,,
2019,ND,Behavioral Risk Factor Surveillance System,Physical Activity,22.8,18.5,27.8,417,25 - 34,,,
2019,MA,Behavioral Risk Factor Surveillance System,Physical Activity,30.5,26.2,35.1,702,,,,"$35,000 - $49,999"
2019,PA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,42.4,36.2,48.9,397,,,,"Less than $15,000"
2019,TX,Behavioral Risk Factor Surveillance System,Physical Activity,34.2,30,38.7,2074,,,,Data not reported
2019,ID,Behavioral Risk Factor Surveillance System,Physical Activity,16.5,11.4,23.4,664,,,,"$15,000 - $24,999"
2019,SD,Behavioral Risk Factor Surveillance System,Physical Activity,29.6,27.1,32.1,4875,,,,
2019,KS,Behavioral Risk Factor Surveillance System,Physical Activity,20.8,17.2,25,709,18 - 24,,,
2019,ID,Behavioral Risk Factor Surveillance System,Physical Activity,56.9,49.5,64.1,312,18 - 24,,,
2019,CA,Behavioral Risk Factor Surveillance System,Physical Activity,18.9,17.2,20.8,2646,,Some college or technical school,,
2019,OR,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,37.2,34.4,40.1,1698,65 or older,,,
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,SD,Behavioral Risk Factor Surveillance System,Physical Activity,28.6,23.8,34,1232,,,,Data not reported
2019,GU,Behavioral Risk Factor Surveillance System,Physical Activity,32,24.3,40.8,304,,,,Data not reported
2019,RI,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,32,28.5,35.7,1316,,Some college or technical school,,
2019,TX,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.8,36.5,45.3,1559,45 - 54,,,
2019,RI,Behavioral Risk Factor Surveillance System,Physical Activity,31.8,26.2,38,505,,,,"$35,000 - $49,999"
2019,OK,Behavioral Risk Factor Surveillance System,Physical Activity,16.2,12,21.5,345,,,,
2019,NV,Behavioral Risk Factor Surveillance System,Physical Activity,34.3,31.8,36.8,2623,,,,
2019,WA,Behavioral Risk Factor Surveillance System,Physical Activity,25.4,19.5,32.3,212,,,,
2019,IN,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,41.4,28,56.2,91,,,,
2019,MI,Behavioral Risk Factor Surveillance System,Physical Activity,,,,,,,,
2019,TX,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,35.4,29.2,42,1014,,,,"Less than $15,000"
2019,AR,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,22.5,18.5,27.2,523,45 - 54,,,
2019,CT,Behavioral Risk Factor Surveillance System,Physical Activity,62.7,60.6,64.7,3893,,College graduate,,
2019,FL,Behavioral Risk Factor Surveillance System,Physical Activity,37.8,33.8,42.1,2792,55 - 64,,,
2019,OR,Behavioral Risk Factor Surveillance System,Physical Activity,52.3,42.8,61.6,158,,,,
2019,AL,Behavioral Risk Factor Surveillance System,Physical Activity,26.9,23.3,30.8,711,35 - 44,,,
2019,NM,Behavioral Risk Factor Surveillance System,Physical Activity,36,32.5,39.6,1403,,High school graduate,,
2019,GA,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,40.9,36.8,45.1,1440,,,,
2019,ME,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,14,11.5,16.9,2193,,,,Data not reported
2019,NE,Behavioral Risk Factor Surveillance System,Fruits and Vegetables,18.9,16.5,21.6,2215,,,,"$50,000 - $74,999"
